Age,Income,Education_Level,Work_Experience,Purchase_Decision
49.0,99672.11,PhD,20.0,1
24.0,40915.06,High School,3.0,0
63.0,84847.01,High School,37.0,1
28.0,61901.33,Bachelor,9.0,1
45.0,66560.27,Bachelor,20.0,1
58.0,56376.03,Bachelor,7.0,0
40.0,38375.38,High School,8.0,0
62.0,123643.27,PhD,44.0,1
40.0,63821.9,Bachelor,16.0,1
45.0,,Master,8.0,1
60.0,54121.86,Bachelor,12.0,0
64.0,49800.85,Bachelor,8.0,0
43.0,79295.54,PhD,5.0,1
42.0,62668.58,Bachelor,9.0,1
46.0,56635.86,Master,4.0,1
36.0,87119.08,PhD,6.0,1
50.0,68272.49,Bachelor,23.0,1
53.0,58723.42,Bachelor,,0
31.0,40391.35,High School,8.0,0
31.0,37696.19,High School,9.0,0
52.0,34661.97,High School,10.0,0
47.0,39702.28,High School,2.0,0
45.0,36491.11,High School,7.0,0
34.0,61071.32,,16.0,1
20.0,42344.58,Bachelor,2.0,0
33.0,59683.01,Bachelor,11.0,1
63.0,53788.63,High School,14.0,0
47.0,52825.5,High School,20.0,0
46.0,73528.62,Bachelor,28.0,1
62.0,107637.85,Bachelor,44.0,1
32.0,39852.01,Bachelor,1.0,0
63.0,,Bachelor,23.0,1
42.0,72937.33,Master,4.0,1
55.0,57848.23,Bachelor,13.0,1
59.0,49485.11,Bachelor,10.0,0
64.0,116067.58,PhD,34.0,1
55.0,,,16.0,1
40.0,67133.17,Bachelor,,1
,54540.3,Bachelor,11.0,1
59.0,39556.73,High School,2.0,0
24.0,42600.66,Bachelor,6.0,0
39.0,,PhD,1.0,1
34.0,43967.45,Bachelor,3.0,0
35.0,,Master,,1
58.0,65265.69,Bachelor,19.0,1
27.0,83294.66,PhD,4.0,1
27.0,50316.84,Bachelor,,0
24.0,,High School,1.0,0
65.0,81991.28,Bachelor,25.0,0
55.0,49504.22,High School,18.0,0
44.0,32639.35,High School,9.0,0
50.0,93889.47,Master,,0
18.0,,High School,0.0,0
61.0,110623.64,,28.0,1
51.0,34203.17,High School,4.0,0
21.0,26856.21,High School,2.0,0
34.0,78955.5,PhD,8.0,1
21.0,47708.45,Bachelor,3.0,0
60.0,88027.43,Bachelor,25.0,1
,,Bachelor,4.0,0
21.0,44535.85,,,1
18.0,61268.9,Master,0.0,0
24.0,48239.23,Bachelor,5.0,0
47.0,47036.94,Bachelor,8.0,0
26.0,62751.11,Master,3.0,1
52.0,55183.27,High School,25.0,1
25.0,,Bachelor,4.0,0
41.0,106954.09,PhD,14.0,1
36.0,,Bachelor,8.0,1
53.0,54503.76,Master,3.0,1
,83681.36,Bachelor,35.0,1
44.0,,Master,19.0,1
49.0,94526.18,Master,26.0,1
31.0,35023.75,High School,4.0,0
35.0,37305.97,High School,6.0,0
45.0,62555.72,Bachelor,14.0,1
46.0,74872.92,Bachelor,21.0,1
33.0,39188.53,High School,14.0,0
52.0,70565.35,High School,16.0,1
64.0,,Bachelor,6.0,0
48.0,103264.18,PhD,29.0,1
21.0,48895.01,Bachelor,2.0,0
54.0,74390.88,Bachelor,27.0,1
34.0,46881.74,High School,9.0,0
56.0,71596.85,Bachelor,26.0,1
,51976.5,High School,12.0,0
63.0,24729.22,High School,,0
43.0,102418.81,Master,21.0,1
65.0,,PhD,19.0,1
,47155.35,High School,4.0,0
58.0,29047.35,High School,5.0,0
21.0,51599.89,,2.0,0
47.0,48951.08,,0.0,0
,29840.6,High School,2.0,0
39.0,38363.27,Bachelor,2.0,0
28.0,40294.36,High School,5.0,0
19.0,57811.26,Master,1.0,0
61.0,62165.51,Bachelor,6.0,0
29.0,63481.75,Bachelor,,1
47.0,75297.68,Bachelor,17.0,1
53.0,66236.11,Master,3.0,1
35.0,86328.72,PhD,10.0,1
43.0,48886.98,High School,5.0,0
24.0,60256.93,High School,,0
18.0,43701.68,,0.0,0
43.0,61273.54,,18.0,1
40.0,60371.04,,17.0,1
43.0,55168.67,Bachelor,14.0,1
62.0,42449.28,Bachelor,2.0,0
23.0,,Bachelor,0.0,0
23.0,49619.65,Bachelor,0.0,0
61.0,110477.15,PhD,33.0,1
25.0,29633.05,High School,5.0,0
41.0,,Bachelor,18.0,1
39.0,42039.84,High School,8.0,0
36.0,42953.23,High School,,0
54.0,84099.39,Bachelor,30.0,1
,50965.21,High School,14.0,0
48.0,55417.09,High School,24.0,1
54.0,,High School,6.0,0
47.0,65742.83,Bachelor,20.0,1
59.0,47804.89,,6.0,0
50.0,57142.83,High School,19.0,0
27.0,46336.95,Bachelor,4.0,0
54.0,67515.87,High School,35.0,1
29.0,44380.66,Bachelor,2.0,0
47.0,46158.71,Bachelor,1.0,0
44.0,53785.29,Bachelor,1.0,0
56.0,85982.47,PhD,16.0,1
26.0,76051.62,Master,7.0,1
38.0,31961.06,High School,8.0,0
29.0,58695.07,Master,5.0,1
46.0,30351.46,High School,0.0,0
50.0,99332.89,PhD,27.0,1
60.0,42196.55,High School,14.0,0
32.0,68111.29,Bachelor,14.0,1
19.0,34315.65,High School,0.0,0
56.0,54368.06,High School,14.0,0
61.0,66493.55,Bachelor,22.0,1
35.0,57978.87,Master,1.0,1
20.0,38682.08,Bachelor,1.0,0
24.0,45563.68,Bachelor,3.0,0
60.0,62192.51,Master,8.0,1
35.0,61230.16,,1.0,0
61.0,32908.49,High School,1.0,0
55.0,50290.8,High School,17.0,0
54.0,59045.19,,16.0,1
50.0,,High School,7.0,0
61.0,65624.76,High School,33.0,0
,32026.63,High School,1.0,0
28.0,28211.71,High School,4.0,0
21.0,,,3.0,0
35.0,33589.47,High School,11.0,0
21.0,46917.16,Bachelor,0.0,0
51.0,75038.09,Bachelor,27.0,1
46.0,58995.43,Bachelor,15.0,1
41.0,38957.8,High School,13.0,0
39.0,63814.66,Bachelor,19.0,1
19.0,41415.16,High School,1.0,0
61.0,86080.55,Bachelor,39.0,1
23.0,37731.22,High School,4.0,0
59.0,52896.4,Bachelor,3.0,0
42.0,60926.6,,19.0,1
38.0,48272.14,Bachelor,8.0,1
33.0,46567.74,Bachelor,3.0,0
48.0,100655.02,Bachelor,30.0,1
31.0,77193.18,Master,9.0,1
56.0,59177.54,High School,26.0,0
45.0,80585.42,Bachelor,24.0,1
49.0,72474.37,,18.0,1
45.0,43666.31,Bachelor,1.0,0
26.0,29218.08,High School,7.0,0
62.0,57618.87,Bachelor,11.0,0
39.0,36224.39,High School,2.0,0
49.0,,High School,12.0,0
22.0,26356.92,High School,1.0,0
40.0,,High School,12.0,0
22.0,43164.76,Bachelor,2.0,0
59.0,64902.22,Master,7.0,1
49.0,54784.88,High School,14.0,0
27.0,72739.94,Master,,1
56.0,99920.5,PhD,20.0,1
32.0,76638.6,,8.0,1
24.0,64773.39,Master,2.0,1
46.0,68084.26,Bachelor,21.0,0
64.0,49834.62,High School,20.0,0
20.0,43939.08,Bachelor,2.0,0
36.0,62706.47,Bachelor,6.0,1
27.0,75578.58,,8.0,0
45.0,94243.48,PhD,19.0,1
46.0,70683.1,Bachelor,10.0,1
32.0,57346.44,Bachelor,6.0,0
52.0,,High School,11.0,0
23.0,26749.32,High School,2.0,0
29.0,56308.74,Bachelor,10.0,0
64.0,59012.95,Bachelor,17.0,0
55.0,89964.74,Master,12.0,1
30.0,56503.95,Bachelor,,1
46.0,53835.73,Master,0.0,1
36.0,62531.72,Bachelor,5.0,1
20.0,50779.86,,0.0,0
25.0,30751.74,High School,1.0,0
25.0,,Master,4.0,1
37.0,51870.59,Bachelor,12.0,1
64.0,90779.53,High School,40.0,1
21.0,27962.0,High School,2.0,0
38.0,54985.97,Master,0.0,1
,36853.3,High School,2.0,0
62.0,76655.56,Bachelor,27.0,1
25.0,41350.01,,2.0,0
40.0,48906.76,Bachelor,7.0,1
33.0,77978.62,,6.0,1
30.0,52739.98,Bachelor,9.0,0
20.0,65428.39,Bachelor,,0
,96153.67,PhD,23.0,0
26.0,59818.77,Master,3.0,1
31.0,55779.18,Master,1.0,1
30.0,,Bachelor,10.0,1
24.0,50165.35,High School,,0
32.0,60570.94,,14.0,1
24.0,47391.85,Bachelor,2.0,0
55.0,60761.89,High School,29.0,1
51.0,48646.13,High School,,0
58.0,47377.51,High School,17.0,0
39.0,62204.37,,13.0,0
41.0,72073.7,Master,14.0,1
54.0,33297.1,High School,9.0,0
61.0,48672.05,Bachelor,11.0,0
18.0,73645.01,Master,0.0,0
27.0,30695.48,High School,4.0,0
60.0,94232.82,Bachelor,40.0,1
33.0,90702.95,PhD,7.0,1
63.0,122002.21,PhD,31.0,1
25.0,25152.89,High School,0.0,0
42.0,40488.93,High School,8.0,0
29.0,36592.73,High School,4.0,0
42.0,60205.64,,8.0,1
34.0,64694.74,Bachelor,15.0,1
43.0,66600.6,Bachelor,18.0,1
63.0,66207.31,Bachelor,23.0,1
65.0,59819.96,High School,22.0,0
31.0,50329.99,,6.0,0
58.0,,Bachelor,1.0,0
53.0,68895.84,Bachelor,17.0,1
40.0,54234.86,,15.0,1
60.0,71976.15,Bachelor,28.0,1
23.0,28396.29,High School,,0
64.0,29156.81,,1.0,0
22.0,56160.98,High School,,0
60.0,80211.71,High School,38.0,1
,40793.1,Bachelor,1.0,0
35.0,50505.33,High School,13.0,0
30.0,36853.29,High School,6.0,0
60.0,59611.21,Bachelor,8.0,0
31.0,49860.04,Bachelor,7.0,0
45.0,79118.91,Bachelor,8.0,1
35.0,65765.42,Bachelor,,1
45.0,69718.29,Bachelor,18.0,1
44.0,90050.14,PhD,16.0,1
49.0,64996.05,High School,25.0,1
64.0,63651.79,Bachelor,22.0,0
26.0,95736.59,PhD,5.0,1
57.0,91611.91,Master,17.0,1
49.0,51253.8,High School,16.0,0
37.0,56719.28,Bachelor,15.0,1
45.0,,High School,9.0,0
50.0,39503.55,Bachelor,3.0,0
21.0,43366.87,Bachelor,,0
63.0,80407.37,Bachelor,35.0,1
51.0,61504.82,Bachelor,21.0,1
65.0,52834.72,Bachelor,,0
20.0,41266.8,Bachelor,0.0,0
43.0,81456.82,Master,24.0,1
25.0,68944.85,Master,7.0,1
23.0,,High School,0.0,0
33.0,64005.25,Bachelor,15.0,1
41.0,38754.17,High School,9.0,0
65.0,53072.63,Bachelor,,0
56.0,112540.94,PhD,34.0,1
47.0,84586.3,Master,24.0,1
62.0,85441.68,Bachelor,33.0,1
30.0,40876.01,High School,8.0,0
22.0,33324.79,High School,4.0,0
42.0,46960.68,Bachelor,5.0,0
37.0,27267.57,High School,3.0,0
35.0,52400.51,Bachelor,13.0,1
64.0,56072.5,,27.0,0
35.0,52918.26,,10.0,1
19.0,27589.55,High School,1.0,0
27.0,115309.13,PhD,9.0,1
62.0,91337.94,Bachelor,34.0,1
64.0,50687.82,Bachelor,4.0,1
29.0,42738.2,High School,8.0,0
64.0,114631.05,Bachelor,38.0,1
30.0,36686.07,High School,,0
64.0,73733.41,Bachelor,11.0,0
28.0,62502.09,Master,10.0,1
,63673.98,,,1
52.0,52611.96,Bachelor,12.0,1
56.0,40263.38,,3.0,0
43.0,86782.51,,13.0,1
63.0,108584.51,Master,43.0,1
31.0,,Bachelor,10.0,0
62.0,43266.71,Bachelor,1.0,0
61.0,52704.13,Bachelor,,0
41.0,49313.15,High School,21.0,0
58.0,51037.94,Bachelor,12.0,0
18.0,43006.75,Bachelor,0.0,1
60.0,53367.19,High School,20.0,0
39.0,66318.4,High School,20.0,1
40.0,42767.23,,0.0,0
36.0,,Master,4.0,1
35.0,50425.24,Bachelor,10.0,1
29.0,50439.87,Bachelor,10.0,0
45.0,60343.04,Bachelor,12.0,1
45.0,50445.1,Bachelor,1.0,0
50.0,74170.28,Bachelor,18.0,1
36.0,63478.98,Bachelor,15.0,1
45.0,54092.23,High School,25.0,1
54.0,80066.08,Bachelor,36.0,1
43.0,38752.24,High School,13.0,0
52.0,,Bachelor,28.0,1
51.0,,PhD,18.0,1
52.0,47248.49,High School,20.0,0
57.0,67138.18,Bachelor,23.0,1
33.0,58128.75,Bachelor,9.0,1
55.0,,Master,11.0,1
30.0,46043.08,Bachelor,2.0,0
40.0,61752.42,Bachelor,14.0,1
39.0,,Master,16.0,1
33.0,57723.46,Bachelor,13.0,1
45.0,63302.8,Bachelor,14.0,1
65.0,44570.16,Bachelor,2.0,0
52.0,88819.8,Master,,1
62.0,39130.21,High School,8.0,0
63.0,59724.3,Bachelor,12.0,0
25.0,51516.04,Bachelor,7.0,0
61.0,,Bachelor,13.0,0
39.0,47825.28,Bachelor,7.0,0
38.0,60007.39,Bachelor,18.0,1
43.0,62197.19,High School,24.0,1
57.0,81696.51,Bachelor,31.0,1
38.0,50930.33,Bachelor,2.0,0
42.0,82748.31,Master,22.0,1
58.0,53024.73,High School,20.0,0
18.0,55698.37,Master,0.0,0
23.0,,Bachelor,1.0,0
40.0,39910.43,High School,15.0,0
40.0,51455.07,Bachelor,13.0,1
60.0,40239.3,High School,15.0,0
60.0,107125.13,,23.0,1
40.0,83407.27,Master,16.0,1
49.0,67926.52,High School,19.0,1
47.0,45716.52,High School,10.0,0
30.0,55413.84,Bachelor,12.0,1
60.0,54969.26,Bachelor,10.0,0
35.0,39424.12,Bachelor,3.0,0
40.0,56677.88,Bachelor,13.0,1
32.0,48841.5,Bachelor,4.0,0
50.0,74984.16,High School,32.0,1
38.0,74086.98,Master,13.0,1
,90143.54,Master,31.0,1
,58076.41,Bachelor,6.0,1
44.0,66254.6,,9.0,1
62.0,25262.99,High School,1.0,0
61.0,38426.02,High School,9.0,0
35.0,42801.12,Bachelor,2.0,0
41.0,68030.75,Bachelor,20.0,1
64.0,94768.3,Bachelor,39.0,1
57.0,64494.54,Master,7.0,1
59.0,,PhD,17.0,1
,48017.37,Bachelor,0.0,0
65.0,111043.89,Master,40.0,1
37.0,33277.67,High School,3.0,0
44.0,29706.75,High School,2.0,0
23.0,59615.03,Bachelor,5.0,0
44.0,55174.1,Bachelor,13.0,1
26.0,52937.78,Bachelor,4.0,0
62.0,82600.87,Bachelor,36.0,1
48.0,66651.15,Bachelor,19.0,0
38.0,39347.57,High School,14.0,0
43.0,,Bachelor,20.0,1
,75378.76,High School,30.0,1
65.0,,High School,31.0,0
62.0,84202.14,Bachelor,40.0,1
30.0,46040.66,High School,6.0,0
40.0,69664.1,Master,,1
37.0,40042.59,High School,7.0,0
54.0,41198.86,High School,11.0,0
45.0,43508.13,Bachelor,3.0,0
34.0,63689.96,Bachelor,,1
45.0,55076.12,High School,25.0,1
58.0,67146.39,High School,28.0,1
19.0,70006.53,,0.0,1
42.0,45522.75,,5.0,0
58.0,91978.45,Bachelor,36.0,1
23.0,,Bachelor,0.0,0
28.0,,High School,8.0,0
55.0,70138.96,Bachelor,17.0,0
23.0,49256.75,Bachelor,,0
62.0,98969.01,Master,30.0,1
28.0,34479.97,High School,7.0,0
31.0,73909.6,Master,2.0,1
,21663.65,High School,0.0,0
57.0,43565.02,High School,13.0,0
20.0,28969.28,High School,2.0,0
52.0,31899.88,High School,3.0,0
50.0,89523.69,Master,29.0,1
41.0,68367.42,Bachelor,20.0,1
,24599.29,High School,0.0,0
35.0,74351.47,PhD,3.0,1
41.0,,Master,13.0,1
62.0,115535.66,Master,22.0,1
52.0,,Master,27.0,1
18.0,30689.77,High School,0.0,0
53.0,75225.94,Master,6.0,1
42.0,56981.98,Bachelor,9.0,1
62.0,67940.66,Master,9.0,1
60.0,60643.53,Master,3.0,0
51.0,68343.97,Bachelor,12.0,1
42.0,75146.83,Master,20.0,1
33.0,29305.49,,0.0,1
51.0,73773.91,Bachelor,27.0,0
46.0,48277.39,High School,22.0,0
,76631.72,Master,15.0,1
40.0,29819.3,High School,4.0,0
36.0,45458.2,Bachelor,6.0,0
42.0,57864.76,Bachelor,2.0,1
33.0,77211.29,PhD,7.0,1
26.0,42783.76,Bachelor,4.0,0
18.0,52245.39,Master,0.0,0
59.0,99929.97,Master,33.0,1
36.0,47396.21,Bachelor,1.0,0
50.0,89509.31,Bachelor,19.0,1
51.0,76273.38,Bachelor,29.0,1
33.0,66429.16,,9.0,1
61.0,75683.02,Master,19.0,1
57.0,52070.67,High School,17.0,0
35.0,58151.01,Master,5.0,1
51.0,62759.01,Bachelor,19.0,1
42.0,50898.56,Bachelor,5.0,1
62.0,104325.99,Master,41.0,1
23.0,28602.64,High School,3.0,0
38.0,63865.28,Master,8.0,1
23.0,,Bachelor,0.0,0
49.0,57174.3,,2.0,1
58.0,53383.6,High School,,0
65.0,50305.13,Bachelor,9.0,0
60.0,60369.36,Master,4.0,0
56.0,53562.35,High School,21.0,0
48.0,49566.43,High School,8.0,0
59.0,,PhD,32.0,1
27.0,,High School,7.0,0
47.0,103567.97,PhD,29.0,1
35.0,32802.84,High School,3.0,0
41.0,49862.9,Bachelor,6.0,1
26.0,58613.82,Master,5.0,1
48.0,56841.47,Bachelor,14.0,1
32.0,48684.19,,5.0,0
21.0,39788.3,Bachelor,2.0,0
57.0,90954.39,,21.0,1
,30799.3,High School,2.0,0
62.0,,Bachelor,28.0,1
26.0,27409.23,High School,1.0,0
43.0,53086.94,Bachelor,2.0,0
21.0,38265.66,,0.0,1
34.0,48616.79,Bachelor,8.0,0
,43851.71,Bachelor,5.0,0
32.0,35300.1,High School,,0
52.0,34022.61,High School,9.0,0
22.0,51014.95,Bachelor,4.0,0
,38636.24,Bachelor,0.0,0
37.0,56013.42,Master,2.0,1
,44061.79,Bachelor,6.0,0
35.0,56114.02,High School,8.0,0
64.0,96541.54,Bachelor,36.0,1
19.0,27627.38,High School,1.0,1
46.0,61956.89,Master,2.0,1
30.0,85152.91,PhD,9.0,1
21.0,,Bachelor,0.0,0
59.0,,Bachelor,40.0,1
62.0,69478.0,High School,29.0,0
27.0,,Bachelor,6.0,0
48.0,86333.37,Master,27.0,1
58.0,31699.13,High School,6.0,0
25.0,44292.82,,5.0,0
20.0,41249.51,Bachelor,0.0,0
65.0,46865.89,Bachelor,7.0,0
63.0,54757.61,Bachelor,9.0,0
26.0,67904.31,Master,,1
47.0,79878.09,High School,26.0,1
28.0,61902.05,Bachelor,3.0,0
52.0,69207.25,Bachelor,28.0,1
54.0,60008.13,High School,28.0,1
59.0,61705.15,Bachelor,20.0,1
30.0,24104.66,High School,,0
53.0,68799.14,High School,33.0,1
30.0,42357.43,High School,11.0,0
29.0,57833.54,Master,6.0,1
54.0,76323.87,Bachelor,31.0,1
27.0,79184.6,Master,4.0,1
26.0,39551.52,Bachelor,2.0,0
24.0,55352.72,Bachelor,2.0,0
19.0,41481.85,Bachelor,1.0,0
40.0,77186.7,Master,16.0,1
56.0,54560.05,Bachelor,0.0,0
57.0,47678.1,Bachelor,5.0,0
56.0,49013.32,High School,,0
38.0,43073.4,Bachelor,5.0,0
40.0,,Bachelor,0.0,0
46.0,97750.79,Master,,1
31.0,53107.67,High School,8.0,0
43.0,36057.86,High School,3.0,0
22.0,42238.34,Bachelor,0.0,0
48.0,33461.22,High School,8.0,0
42.0,51422.58,High School,21.0,1
48.0,66219.88,Master,12.0,1
37.0,69126.2,Bachelor,16.0,1
61.0,81943.66,Master,20.0,1
34.0,59483.96,Master,2.0,1
62.0,55848.93,High School,25.0,0
19.0,48589.45,Bachelor,0.0,0
42.0,33044.35,High School,5.0,0
30.0,62179.89,Master,3.0,1
56.0,57861.6,Bachelor,12.0,0
45.0,56937.33,Bachelor,,1
59.0,,Bachelor,22.0,1
23.0,60529.93,Bachelor,5.0,0
20.0,40247.3,High School,2.0,0
52.0,44373.83,Bachelor,3.0,0
35.0,89943.32,Master,10.0,1
28.0,67564.01,Master,5.0,1
37.0,68216.87,Bachelor,1.0,1
22.0,47847.56,,2.0,0
36.0,74241.48,Master,15.0,1
39.0,32362.86,High School,6.0,0
36.0,63653.51,Master,10.0,1
64.0,81385.27,,43.0,1
33.0,48782.72,Bachelor,3.0,0
41.0,61051.84,Bachelor,15.0,1
58.0,78317.66,Bachelor,27.0,1
21.0,53646.65,Master,1.0,1
32.0,34729.82,High School,6.0,0
42.0,66877.06,Bachelor,24.0,0
61.0,60562.42,Bachelor,12.0,0
52.0,64059.05,,4.0,1
31.0,53331.96,High School,13.0,0
36.0,56395.13,Master,0.0,1
55.0,57455.71,Bachelor,4.0,0
53.0,43084.61,High School,13.0,0
,,Master,2.0,1
47.0,25487.27,High School,1.0,0
36.0,63879.71,Bachelor,17.0,1
42.0,44609.66,High School,14.0,0
33.0,69054.02,Bachelor,13.0,1
,71593.18,Bachelor,24.0,1
57.0,77659.15,Bachelor,29.0,1
25.0,70250.53,Bachelor,4.0,0
35.0,51212.33,Bachelor,1.0,0
45.0,48211.89,High School,18.0,0
33.0,55888.69,Bachelor,7.0,1
36.0,100247.68,PhD,16.0,1
59.0,75832.58,Master,14.0,1
34.0,50214.13,High School,13.0,0
62.0,59666.75,High School,26.0,0
30.0,70946.89,Master,2.0,1
24.0,36377.65,Bachelor,0.0,0
44.0,41133.76,Bachelor,2.0,0
27.0,65572.38,Master,8.0,1
51.0,69989.1,Bachelor,17.0,1
53.0,45839.77,Bachelor,,0
42.0,76650.24,PhD,6.0,1
23.0,49084.76,Bachelor,4.0,0
41.0,47853.6,High School,22.0,0
35.0,26969.27,High School,4.0,0
40.0,23070.66,High School,1.0,0
23.0,59162.25,,5.0,0
46.0,53342.84,,16.0,0
42.0,55128.87,High School,20.0,1
34.0,67579.23,,9.0,1
63.0,38068.03,High School,3.0,0
41.0,48962.43,High School,8.0,0
28.0,28091.4,High School,4.0,0
43.0,50090.68,High School,10.0,0
51.0,52620.26,Bachelor,11.0,1
45.0,68315.64,Master,11.0,0
20.0,77707.59,Master,1.0,1
28.0,48139.05,Bachelor,3.0,0
55.0,73139.43,,27.0,1
31.0,57300.81,Bachelor,8.0,1
43.0,,,7.0,0
65.0,,High School,31.0,0
38.0,70143.03,Master,12.0,1
56.0,70383.63,High School,33.0,1
47.0,54896.39,High School,18.0,0
25.0,48592.31,Bachelor,5.0,0
37.0,65249.52,Bachelor,4.0,1
65.0,61651.01,High School,26.0,0
,67532.81,High School,27.0,1
39.0,61251.21,Bachelor,9.0,1
24.0,37255.21,Bachelor,0.0,0
26.0,36347.18,High School,3.0,0
62.0,66657.38,Bachelor,15.0,1
18.0,40664.28,Bachelor,0.0,0
46.0,74161.38,Master,16.0,1
25.0,,Bachelor,0.0,0
21.0,44167.93,High School,3.0,0
52.0,63236.19,Bachelor,20.0,1
20.0,38518.51,,1.0,0
62.0,76938.23,High School,,1
57.0,63815.82,Bachelor,21.0,1
24.0,,High School,4.0,0
,57527.41,High School,3.0,0
18.0,38420.32,Bachelor,0.0,0
44.0,54467.8,High School,25.0,1
33.0,64062.23,Master,4.0,1
55.0,46844.96,Bachelor,8.0,0
24.0,,Bachelor,2.0,0
61.0,61259.77,Bachelor,11.0,0
40.0,65388.37,Bachelor,17.0,0
58.0,72397.06,High School,34.0,1
28.0,58849.16,Master,1.0,1
59.0,105627.37,PhD,29.0,1
50.0,70151.19,High School,32.0,1
53.0,73173.46,High School,35.0,1
54.0,58084.96,High School,29.0,1
58.0,74160.9,Bachelor,25.0,1
34.0,,Bachelor,4.0,0
,99296.79,Master,30.0,1
65.0,79920.08,Master,16.0,0
22.0,54203.76,Bachelor,0.0,0
65.0,90486.22,Bachelor,33.0,1
,87003.07,Bachelor,29.0,1
20.0,49762.16,Bachelor,,0
64.0,90072.07,Bachelor,32.0,1
52.0,44854.99,Bachelor,3.0,0
31.0,60054.46,Bachelor,8.0,1
65.0,44282.24,Bachelor,1.0,0
48.0,39726.64,Bachelor,2.0,0
48.0,81504.72,Bachelor,26.0,1
,51045.85,Bachelor,5.0,1
41.0,,Bachelor,12.0,1
40.0,,Bachelor,14.0,1
35.0,51360.94,,10.0,1
31.0,36151.23,High School,9.0,0
32.0,29487.43,High School,2.0,0
32.0,62064.66,Bachelor,14.0,1
23.0,55434.66,Bachelor,3.0,0
44.0,84706.88,PhD,8.0,1
32.0,47818.93,Bachelor,8.0,0
53.0,71758.72,Bachelor,22.0,1
25.0,42272.4,High School,3.0,0
32.0,37634.72,High School,,0
20.0,61539.79,Master,0.0,0
,51876.02,High School,20.0,0
30.0,47624.16,Bachelor,4.0,0
58.0,89481.66,Bachelor,31.0,1
51.0,68622.01,Bachelor,16.0,1
41.0,110877.31,Master,21.0,1
57.0,84032.18,Bachelor,36.0,1
49.0,52460.36,High School,,0
49.0,60810.63,Master,7.0,1
47.0,77431.39,Master,17.0,1
30.0,40160.15,High School,10.0,0
18.0,24674.47,High School,0.0,0
51.0,42547.67,High School,9.0,0
32.0,45422.87,High School,9.0,0
61.0,82373.68,,5.0,1
31.0,40974.6,Bachelor,2.0,0
46.0,59179.34,Bachelor,16.0,1
51.0,85331.12,Master,22.0,1
35.0,63846.71,Bachelor,9.0,1
24.0,47384.96,Bachelor,,0
46.0,83549.25,Master,27.0,1
48.0,74980.63,Master,15.0,1
42.0,71725.15,Master,11.0,1
55.0,,Bachelor,20.0,1
31.0,63135.5,Master,10.0,1
,43099.0,High School,7.0,0
44.0,,Bachelor,4.0,0
19.0,70966.66,PhD,0.0,1
34.0,31111.73,,0.0,0
54.0,67235.94,Master,1.0,1
31.0,44819.33,Bachelor,4.0,1
42.0,52530.67,High School,22.0,1
47.0,79108.59,Master,18.0,1
46.0,57184.96,High School,27.0,1
37.0,73302.08,Bachelor,14.0,1
38.0,30011.18,High School,0.0,0
39.0,75856.72,Master,10.0,1
52.0,59979.19,High School,27.0,1
54.0,,High School,34.0,1
33.0,55028.15,High School,15.0,0
60.0,90864.35,Master,27.0,1
34.0,56965.51,Bachelor,8.0,1
33.0,49876.65,Bachelor,7.0,0
19.0,40129.52,Bachelor,0.0,0
21.0,48324.25,Bachelor,,0
38.0,38748.25,High School,12.0,0
,39462.45,Bachelor,,0
51.0,51715.87,High School,21.0,0
,98255.21,PhD,7.0,1
23.0,63284.86,Master,1.0,0
34.0,47922.07,Bachelor,6.0,0
56.0,61237.89,High School,,0
42.0,86707.9,Master,15.0,1
22.0,29527.14,High School,4.0,0
22.0,33623.13,High School,1.0,0
37.0,44386.82,High School,15.0,0
33.0,71922.42,Bachelor,14.0,1
58.0,95258.73,Master,33.0,1
54.0,64026.21,Bachelor,19.0,1
57.0,73509.18,High School,35.0,1
26.0,44001.37,Bachelor,4.0,0
22.0,43775.9,Bachelor,4.0,0
59.0,70768.21,High School,26.0,1
19.0,38258.4,High School,1.0,0
26.0,64172.59,Master,0.0,1
60.0,107227.53,PhD,31.0,1
53.0,107309.8,PhD,28.0,1
39.0,69144.99,Master,8.0,1
,61861.62,High School,15.0,1
39.0,,High School,2.0,0
51.0,70855.12,Bachelor,26.0,1
46.0,57920.97,Bachelor,8.0,1
55.0,101102.9,PhD,22.0,1
63.0,71749.28,Master,6.0,1
50.0,75430.72,Bachelor,16.0,1
35.0,,,4.0,0
24.0,62732.29,Master,6.0,1
18.0,,Master,0.0,0
50.0,55668.6,High School,29.0,1
18.0,54594.92,Master,0.0,0
41.0,42438.9,High School,12.0,0
21.0,41054.28,High School,1.0,0
21.0,45221.44,Bachelor,2.0,0
35.0,66643.9,Bachelor,,1
44.0,45660.38,High School,17.0,0
60.0,79152.01,Bachelor,34.0,1
49.0,92730.61,PhD,16.0,1
50.0,67153.69,Bachelor,18.0,1
,46865.09,Bachelor,6.0,0
59.0,64912.03,,35.0,1
58.0,42540.41,High School,14.0,0
53.0,66830.81,High School,28.0,1
23.0,32111.08,High School,3.0,0
33.0,32265.07,High School,7.0,0
51.0,42367.89,High School,15.0,0
40.0,49300.71,Bachelor,0.0,0
59.0,71181.2,Bachelor,24.0,1
41.0,70252.47,Master,15.0,1
30.0,47979.01,High School,8.0,0
35.0,38599.99,Bachelor,1.0,0
,37858.05,High School,1.0,0
54.0,60775.93,Bachelor,17.0,1
60.0,28468.58,High School,4.0,0
56.0,,PhD,5.0,1
